Age,Previously_Insured,Vehicle_Damage,Annual_Premium,Vintage
38,1,0,2630.0,212
38,1,0,32278.0,32
24,1,0,23001.0,114
21,0,1,48373.0,195
63,0,1,47619.0,265
64,0,1,2630.0,270
25,0,1,60258.0,64
24,1,0,21753.0,150
22,0,1,56353.0,87
74,0,1,39849.0,153
51,1,0,28897.0,201
21,0,1,16552.0,203
22,0,1,31100.0,230
26,0,0,30858.0,88
43,0,1,2630.0,287
23,0,1,27208.0,28
67,0,1,39442.0,79
23,0,1,37455.0,86
30,1,0,24760.0,91
48,1,0,67151.0,207
21,0,1,39084.0,76
22,1,0,27944.0,141
21,0,1,27885.0,263
24,1,0,44382.0,27
45,0,0,32036.0,42
54,0,1,2630.0,170
28,0,1,32334.0,28
40,0,1,37090.0,53
30,1,0,47576.0,49
30,0,1,2630.0,169
25,0,1,32980.0,192
30,1,0,23264.0,105
58,0,1,44535.0,13
29,0,1,29568.0,20
54,0,1,28105.0,214
69,0,0,34947.0,16
38,0,1,26685.0,281
27,1,0,45536.0,20
26,1,0,41085.0,45
46,0,1,23273.0,51
54,0,1,48155.0,226
29,0,0,41477.0,32
31,1,0,2630.0,30
28,1,0,43305.0,166
44,0,1,32009.0,273
74,0,1,40591.0,284
38,0,0,27010.0,17
29,1,0,48610.0,183
37,0,1,23566.0,211
57,0,1,46319.0,81
24,0,0,55000.0,108
45,1,0,27985.0,84
53,0,1,30069.0,295
63,0,1,26556.0,170
21,0,0,21476.0,182
60,0,1,35765.0,149
35,0,1,43072.0,279
46,1,0,2630.0,247
33,1,0,2630.0,250
24,1,0,25724.0,21
47,1,0,45493.0,100
21,1,0,25623.0,235
60,0,1,27881.0,164
58,0,1,42113.0,257
65,0,1,2630.0,205
43,0,1,62657.0,119
34,0,1,39390.0,174
23,0,1,30846.0,212
53,0,1,49276.0,252
25,1,0,35345.0,216
58,0,1,49780.0,170
54,0,0,30698.0,26
23,1,0,24465.0,139
41,1,0,24404.0,234
41,0,1,33759.0,274
67,0,1,51572.0,288
51,0,1,36406.0,244
34,0,1,52917.0,264
20,1,0,22196.0,115
24,1,0,34573.0,128
29,1,0,2630.0,265
25,1,0,28329.0,223
22,0,1,22812.0,297
51,0,1,28460.0,95
22,1,0,51047.0,172
44,0,1,35912.0,235
67,1,0,2630.0,260
52,1,0,26000.0,17
33,1,0,35967.0,260
27,1,0,27912.0,195
24,1,0,34051.0,262
54,1,0,54916.0,110
49,0,1,2630.0,231
48,1,0,29788.0,50
24,1,0,38086.0,263
55,0,1,2630.0,86
33,1,1,24433.0,151
25,1,0,25779.0,53
54,0,1,42533.0,260
58,1,0,43329.0,86
24,1,0,41255.0,269
46,1,0,38335.0,80
41,0,1,32673.0,270
65,0,1,69478.0,176
29,1,0,2630.0,242
24,1,0,25639.0,36
39,1,0,26623.0,245
77,0,1,35689.0,117
51,1,0,2630.0,188
23,0,1,28091.0,67
48,0,1,40399.0,118
23,1,0,37094.0,238
62,0,0,65862.0,181
26,1,0,2630.0,142
27,0,1,2630.0,134
51,0,0,2630.0,270
38,1,0,78258.0,185
56,0,1,2630.0,248
21,0,1,28124.0,270
77,1,0,2630.0,98
25,1,0,31972.0,187
52,0,1,2630.0,141
23,0,1,48337.0,91
25,1,0,37631.0,82
21,0,1,26376.0,67
27,0,0,2630.0,126
25,1,0,13785.0,25
45,0,1,2630.0,232
59,1,0,2630.0,82
57,0,1,36674.0,64
54,0,1,53477.0,288
23,0,0,22406.0,38
25,1,1,16117.0,46
46,0,1,31044.0,88
26,0,1,2630.0,98
23,1,0,29547.0,85
43,0,1,26351.0,208
23,1,0,38371.0,158
23,1,0,2630.0,295
33,0,1,36860.0,230
44,0,1,27981.0,55
57,0,1,44921.0,84
43,0,1,2630.0,220
37,1,0,2630.0,168
53,1,0,27057.0,32
73,1,0,2630.0,10
24,1,0,26175.0,35
27,0,1,41261.0,292
30,0,1,24182.0,233
51,0,1,2630.0,194
41,0,1,28991.0,164
22,1,0,31494.0,31
80,1,0,32220.0,228
33,0,1,32862.0,293
23,0,0,39454.0,184
64,0,0,31594.0,88
22,1,0,48979.0,227
54,0,1,2630.0,148
21,0,1,37293.0,289
72,1,0,27178.0,163
73,0,1,22374.0,242
60,0,1,41113.0,179
24,0,1,68905.0,17
40,0,1,28778.0,147
59,0,0,41185.0,209
39,0,1,2630.0,235
35,0,1,2630.0,136
25,0,1,40303.0,80
36,0,1,42918.0,259
75,0,1,26095.0,122
39,0,0,30203.0,170
40,0,1,37170.0,76
24,1,0,27679.0,289
72,1,1,56922.0,97
44,1,0,45258.0,86
31,0,1,29639.0,25
26,1,0,32312.0,195
51,0,1,59092.0,147
26,1,0,42202.0,145
47,0,1,76557.0,264
77,1,0,31661.0,204
54,1,0,44667.0,63
46,0,1,48233.0,104
56,1,0,38562.0,67
28,1,0,31733.0,268
70,0,1,49291.0,274
30,0,1,2630.0,103
24,1,0,36817.0,93
27,0,1,2630.0,218
41,0,1,27640.0,128
55,0,1,62180.0,58
63,1,0,41363.0,23
24,1,0,35199.0,172
55,0,0,33389.0,228
29,1,0,2630.0,296
51,0,0,60225.0,120
35,1,0,44203.0,252
25,0,0,2630.0,108
20,1,1,2630.0,155
22,1,0,35237.0,282
72,0,1,35903.0,81
24,1,0,24922.0,85
21,0,0,2630.0,255
64,0,0,40324.0,146
35,0,1,30255.0,109
22,0,0,42734.0,189
53,0,1,46856.0,121
28,1,0,46288.0,218
23,1,0,31982.0,169
22,0,0,40070.0,275
24,0,0,27370.0,149
24,0,1,42257.0,244
27,1,0,25261.0,229
24,1,0,29463.0,134
51,0,1,2630.0,212
63,1,1,43095.0,144
46,1,1,25864.0,259
25,1,0,24229.0,71
56,0,1,69335.0,43
41,1,0,21784.0,21
27,0,1,21620.0,192
41,1,0,2630.0,71
72,1,1,38426.0,11
37,0,1,27899.0,115
30,0,1,23318.0,251
74,1,0,32067.0,270
24,1,0,21197.0,23
24,0,1,35739.0,88
47,0,0,2630.0,235
25,1,0,27590.0,272
20,1,0,26246.0,148
40,0,1,27220.0,175
56,0,1,35530.0,151
36,1,0,31619.0,48
22,0,1,26391.0,299
52,0,1,32723.0,254
41,0,0,2630.0,131
24,1,1,21927.0,187
31,1,0,33723.0,78
50,1,0,34811.0,104
41,0,1,35867.0,239
44,0,1,30720.0,44
48,0,1,40638.0,222
30,1,0,24333.0,222
23,1,0,47461.0,11
51,0,1,48502.0,116
27,1,0,45062.0,190
44,0,1,42041.0,247
53,0,1,30560.0,289
59,0,1,45354.0,229
78,0,1,2630.0,41
22,1,0,34372.0,293
20,0,1,42523.0,165
58,1,0,35389.0,134
32,0,1,33733.0,225
56,0,1,29554.0,127
50,0,0,169300.0,56
50,1,0,2630.0,188
50,1,0,2630.0,105
55,0,1,47098.0,186
24,1,0,38170.0,21
25,1,0,22873.0,136
47,0,1,38819.0,42
58,0,1,29779.0,59
21,1,1,2630.0,246
41,1,0,30641.0,107
50,1,0,32903.0,250
31,0,1,27522.0,30
30,1,0,32650.0,224
63,1,0,39438.0,279
29,1,0,25445.0,235
43,1,0,28517.0,152
27,0,1,46856.0,289
39,1,0,2630.0,23
40,1,0,2630.0,265
69,0,1,45182.0,249
23,1,0,56106.0,50
59,0,1,31851.0,264
30,0,1,22302.0,260
21,1,0,25680.0,15
22,1,0,19253.0,90
21,0,1,28318.0,199
70,0,1,2630.0,138
24,1,0,32924.0,85
69,1,0,34931.0,220
38,1,0,26413.0,220
58,0,1,41931.0,279
46,0,1,27109.0,188
35,0,1,18454.0,49
23,1,0,20579.0,126
28,1,0,24935.0,15
22,0,1,26386.0,282
71,0,0,30057.0,228
25,0,1,37746.0,223
25,1,0,24409.0,205
59,0,1,2630.0,171
24,0,1,31852.0,14
21,0,1,2630.0,268
23,0,0,29625.0,81
21,0,1,39311.0,198
27,1,0,34786.0,17
40,1,0,44962.0,87
24,1,0,2630.0,242
52,1,1,27894.0,159
48,0,1,36573.0,235
23,1,1,24114.0,156
51,0,1,43121.0,272
53,0,1,41823.0,254
23,0,1,2630.0,21
20,1,0,29530.0,287
22,0,1,44156.0,234
23,1,0,35394.0,210
23,0,1,2630.0,54
59,0,1,2630.0,128
22,1,0,20477.0,285
25,0,1,27473.0,260
55,1,0,24576.0,159
40,0,1,28867.0,86
59,0,1,38701.0,220
42,0,1,2630.0,156
43,0,1,32835.0,104
77,0,1,40260.0,172
46,0,1,2630.0,32
50,0,1,59825.0,83
44,0,1,49411.0,90
25,0,1,2630.0,185
33,1,0,27601.0,162
20,1,0,56839.0,75
52,0,1,28630.0,44
49,0,1,44681.0,133
43,0,1,39181.0,263
50,0,1,33771.0,101
44,0,0,2630.0,68
45,1,0,49527.0,269
25,1,0,24940.0,224
79,0,1,26582.0,104
58,1,0,2630.0,123
24,0,0,29430.0,160
20,0,1,2630.0,39
33,1,0,40016.0,274
44,0,1,41962.0,16
28,1,0,26021.0,175
58,0,1,70322.0,115
33,0,1,23602.0,29
41,0,1,29166.0,120
53,0,1,35363.0,177
23,0,1,29428.0,289
62,1,0,46418.0,283
24,1,0,54197.0,239
23,1,0,34484.0,255
27,1,0,40222.0,26
68,1,0,28353.0,152
52,0,0,2630.0,281
26,1,0,28322.0,220
52,1,0,46216.0,147
33,0,0,33506.0,239
35,1,0,2630.0,126
20,1,1,55067.0,269
62,0,1,29288.0,164
46,0,1,38511.0,83
24,1,0,36254.0,90
29,1,0,35634.0,128
24,1,0,33364.0,269
24,1,0,44290.0,223
45,1,0,2630.0,155
46,0,1,2630.0,178
22,1,0,28072.0,28
54,0,1,47174.0,109
71,1,0,32611.0,77
45,0,1,2630.0,25
27,1,0,18234.0,141
22,0,1,31445.0,141
37,1,0,27765.0,127
25,1,1,49046.0,265
55,0,1,35972.0,116
34,0,1,36337.0,26
47,1,0,24998.0,116
62,0,1,2630.0,230
26,0,1,2630.0,219
39,0,1,34740.0,25
71,1,0,49403.0,80
50,0,1,31962.0,41
55,1,0,39014.0,62
44,0,1,31422.0,51
22,1,0,30584.0,267
33,0,1,32552.0,67
30,1,0,31024.0,14
25,1,0,43196.0,171
46,0,1,37789.0,270
56,1,0,2630.0,19
24,1,0,34778.0,52
40,0,0,2630.0,182
29,0,1,31882.0,104
20,0,1,16666.0,234
38,0,1,41872.0,116
24,1,0,26400.0,140
24,0,1,2630.0,197
47,1,0,50188.0,45
26,0,0,58436.0,295
63,0,1,2630.0,92
35,0,0,2630.0,117
51,0,1,2630.0,191
39,0,1,22075.0,86
55,0,1,2630.0,284
25,1,0,28835.0,214
39,0,1,50690.0,66
48,0,1,42995.0,127
25,1,0,2630.0,246
26,1,0,26843.0,71
35,1,0,28792.0,196
22,1,0,25147.0,85
44,0,1,27309.0,95
24,1,0,38371.0,67
63,1,0,29913.0,263
32,0,1,37334.0,43
32,0,1,23775.0,263
24,0,1,35400.0,284
22,0,1,44797.0,113
38,0,1,34628.0,176
38,1,0,37265.0,150
62,0,0,34629.0,221
22,1,0,18019.0,202
46,0,1,49175.0,244
20,1,0,33068.0,202
26,1,0,32339.0,107
20,0,1,28861.0,64
23,1,0,30387.0,46
30,1,0,38654.0,15
44,0,1,44740.0,224
29,1,0,41910.0,17
23,0,1,29981.0,52
45,0,1,36919.0,12
25,0,1,20191.0,267
37,0,1,22335.0,37
46,0,1,49731.0,236
58,0,1,28941.0,178
33,0,1,27655.0,113
36,0,1,37056.0,226
31,1,0,29345.0,127
29,1,0,36852.0,157
25,1,0,34833.0,125
30,0,1,19750.0,148
22,0,1,2630.0,284
25,0,1,26583.0,195
30,1,0,33802.0,185
83,0,1,64875.0,215
27,0,1,30601.0,259
73,1,0,2630.0,16
48,1,0,34261.0,249
74,0,1,25068.0,282
34,0,1,32468.0,209
31,1,0,29156.0,92
63,1,0,2630.0,107
68,0,1,2630.0,245
61,0,0,37799.0,61
24,1,0,29018.0,254
51,0,1,39365.0,101
68,0,0,2630.0,20
46,1,0,37949.0,23
22,1,0,33683.0,86
32,0,1,22095.0,70
75,1,0,2630.0,101
39,0,1,37815.0,148
37,1,0,26449.0,186
23,1,0,32046.0,254
27,1,0,59722.0,175
28,1,0,30814.0,257
43,0,1,25147.0,102
24,1,0,29382.0,180
28,0,1,41194.0,222
28,1,0,22817.0,262
24,1,0,36025.0,113
34,0,1,38010.0,136
23,1,0,39030.0,89
44,0,1,31095.0,211
41,0,1,34587.0,46
49,1,0,28346.0,216
62,0,1,46977.0,54
24,1,0,21306.0,70
40,0,0,56429.0,198
20,0,1,38749.0,252
53,0,1,37316.0,182
25,0,0,37962.0,60
66,0,1,42902.0,254
25,0,1,45730.0,61
38,0,0,46918.0,219
74,1,0,48921.0,226
53,0,1,37262.0,299
73,0,1,36300.0,33
37,0,1,26155.0,18
37,1,0,43085.0,12
38,0,1,30195.0,228
20,1,0,22964.0,117
24,1,0,2630.0,68
24,1,0,2630.0,264
26,1,0,36354.0,18
58,0,1,46467.0,115
25,1,0,24418.0,211
61,0,1,27455.0,153
27,0,1,33152.0,143
45,1,0,29548.0,107
23,1,0,30514.0,167
54,1,0,41825.0,77
31,0,1,43583.0,203
22,0,1,70720.0,86
25,1,0,35303.0,245
61,0,1,2630.0,270
39,0,0,50875.0,251
60,0,1,2630.0,10
24,0,0,35878.0,253
24,1,0,38452.0,90
55,0,0,50272.0,240
25,1,0,113656.0,44
22,1,0,49142.0,11
27,0,1,27204.0,269
72,0,1,35484.0,265
21,1,1,21898.0,87
25,1,0,31416.0,189
21,1,0,34600.0,65
23,1,0,30292.0,63
48,0,1,31044.0,46
71,0,1,49624.0,125
31,0,1,31044.0,64
28,1,0,34462.0,155
23,1,0,30545.0,218
25,0,1,38751.0,224
47,1,1,42826.0,272
65,0,1,23121.0,260
43,0,1,61204.0,293
73,0,0,48962.0,111
24,1,0,31747.0,255
53,0,1,24587.0,10
45,0,1,39740.0,121
23,1,0,26464.0,223
45,0,1,49873.0,213
23,1,0,30460.0,96
74,0,1,2630.0,201
45,0,1,40206.0,142
47,0,1,31024.0,270
45,0,1,2630.0,78
53,0,1,24658.0,123
71,0,1,22998.0,153
51,0,0,33796.0,259
54,0,1,28837.0,12
25,1,0,33575.0,175
66,1,0,2630.0,52
23,1,0,37338.0,36
30,1,0,22035.0,187
31,0,0,35561.0,215
68,1,0,36281.0,60
26,0,1,29616.0,242
32,0,1,55821.0,29
35,0,1,42980.0,155
33,0,0,48872.0,70
25,0,1,30579.0,277
76,0,1,25051.0,150
26,1,0,2630.0,32
64,0,1,46472.0,297
35,0,1,34406.0,78
32,0,1,44279.0,288
54,0,1,53000.0,176
22,1,0,37289.0,224
20,1,0,2630.0,171
25,0,0,36766.0,147
48,0,1,42649.0,175
28,0,0,2630.0,153
70,1,1,49735.0,100
21,0,1,48069.0,257
23,1,0,2630.0,97
61,0,1,44284.0,264
61,1,0,2630.0,114
55,0,1,19809.0,120
53,0,1,2630.0,168
59,0,1,38743.0,12
22,1,0,41146.0,192
55,1,0,41774.0,146
30,0,1,29103.0,151
28,1,1,2630.0,124
22,1,0,37278.0,113
22,0,1,38808.0,53
21,1,0,31126.0,115
23,0,0,64630.0,275
23,1,0,15433.0,238
51,1,0,30980.0,251
44,1,0,41287.0,60
53,1,0,34989.0,253
26,0,0,28298.0,208
69,0,1,65256.0,124
66,1,0,42080.0,186
50,0,1,40306.0,257
29,1,0,28151.0,129
40,0,1,35122.0,195
28,1,0,29763.0,41
61,1,1,2630.0,166
44,0,1,44213.0,167
20,1,0,40132.0,10
43,0,1,25763.0,59
27,1,0,33342.0,82
63,0,1,35373.0,271
51,0,1,2630.0,253
44,0,1,28804.0,290
44,1,0,31073.0,90
25,1,0,37413.0,170
53,0,1,34341.0,66
20,0,0,2630.0,49
25,0,1,2630.0,131
45,1,0,41130.0,35
25,1,0,2630.0,49
27,1,0,23692.0,100
42,0,1,41267.0,249
38,1,0,2630.0,73
21,1,1,2630.0,85
73,1,0,30746.0,223
29,0,1,26079.0,273
39,1,0,50069.0,64
37,1,1,2630.0,293
59,0,1,39211.0,182
60,1,1,25803.0,197
44,0,0,30974.0,236
28,1,0,29995.0,145
21,0,1,32323.0,197
28,1,0,20030.0,248
32,1,0,34276.0,265
21,1,0,32142.0,282
24,1,0,24118.0,55
25,0,0,26374.0,162
25,1,0,45928.0,130
21,1,0,2630.0,190
29,1,0,34259.0,230
24,1,0,51361.0,182
20,0,1,34955.0,167
61,0,1,46013.0,49
42,1,0,31980.0,232
71,0,1,2630.0,208
21,1,1,48561.0,125
50,0,1,36777.0,67
25,1,0,23622.0,154
52,1,0,39717.0,116
24,0,0,34869.0,141
48,1,0,41305.0,127
41,0,1,32262.0,140
50,1,0,41593.0,21
39,0,1,31272.0,112
49,0,1,41959.0,118
53,1,0,25335.0,238
55,0,1,29776.0,264
31,1,0,34057.0,200
23,1,0,41935.0,19
41,0,1,38088.0,294
22,0,1,34093.0,252
68,1,0,50595.0,27
28,1,0,31848.0,166
57,0,1,42900.0,239
42,0,1,35277.0,133
31,1,0,36523.0,151
47,0,1,39233.0,186
29,1,0,28232.0,191
48,0,1,37080.0,114
71,0,1,2630.0,41
25,0,1,27400.0,113
48,0,1,28384.0,57
31,1,0,2630.0,190
25,1,0,43829.0,141
31,0,1,32650.0,161
25,1,0,36613.0,296
27,0,0,2630.0,64
46,1,0,37177.0,59
24,1,0,42924.0,222
27,0,1,2630.0,72
30,0,1,2630.0,205
49,0,1,2630.0,56
26,0,1,2630.0,89
61,0,1,29590.0,137
25,0,0,45711.0,161
42,1,0,41662.0,52
31,1,0,27426.0,286
34,0,1,2630.0,289
40,0,1,26294.0,174
49,0,0,31541.0,38
37,0,1,2630.0,184
57,1,1,2630.0,293
21,1,1,22263.0,264
55,0,1,39275.0,181
61,0,1,36637.0,103
32,0,1,44648.0,99
26,1,0,29889.0,261
43,0,1,42625.0,107
23,0,1,22753.0,107
22,0,1,35926.0,91
22,1,1,99024.0,169
25,0,1,27258.0,139
66,0,0,27107.0,81
30,1,0,32475.0,287
53,0,1,49129.0,291
41,0,0,47036.0,217
25,0,1,2630.0,130
43,0,0,2630.0,198
28,1,0,21290.0,149
25,1,0,52749.0,209
47,0,1,36746.0,185
41,0,0,2630.0,12
23,0,1,31302.0,164
25,0,0,32625.0,21
75,1,0,56371.0,193
23,1,0,22491.0,77
47,0,1,29870.0,127
25,0,0,20438.0,250
24,0,1,25748.0,175
23,0,1,25452.0,88
36,0,1,42291.0,74
25,0,1,28540.0,239
67,0,1,67227.0,108
51,0,1,38056.0,55
30,0,1,31186.0,26
26,1,0,32927.0,104
46,0,1,42286.0,93
75,0,1,34320.0,140
35,1,1,27501.0,114
23,0,0,24193.0,176
63,0,1,82713.0,191
27,1,0,30397.0,51
55,0,1,42079.0,208
61,0,1,27173.0,70
21,0,1,29904.0,14
31,0,1,48754.0,43
44,0,1,22227.0,191
20,0,1,42647.0,193
46,1,0,2630.0,92
23,1,0,30895.0,143
71,0,1,58817.0,290
71,0,1,2630.0,136
22,1,0,29538.0,120
32,1,0,38793.0,61
44,0,1,27904.0,182
26,1,0,37513.0,240
57,0,1,73501.0,264
58,1,0,37653.0,195
48,1,0,25541.0,20
31,0,1,37607.0,269
25,0,1,40452.0,192
52,1,0,2630.0,37
33,1,0,16245.0,139
24,0,0,31583.0,106
40,0,1,30186.0,172
25,1,0,34872.0,75
23,1,0,45597.0,177
39,0,0,31081.0,218
21,0,1,30809.0,291
59,0,1,2630.0,191
38,1,0,37383.0,297
29,1,0,23972.0,269
42,1,0,40642.0,73
49,0,1,2630.0,164
50,0,1,27505.0,253
76,1,1,2630.0,205
24,1,0,26881.0,228
23,1,0,2630.0,129
29,1,0,33521.0,274
55,0,1,43889.0,50
23,1,0,30522.0,285
24,1,0,24242.0,21
46,0,1,40826.0,288
37,0,1,29150.0,77
33,0,1,2630.0,67
76,0,1,43166.0,22
68,1,0,25414.0,273
21,1,1,2630.0,202
60,0,1,51859.0,212
32,0,1,32267.0,226
21,1,0,21096.0,16
23,1,0,41568.0,171
49,0,1,25667.0,11
28,1,0,26704.0,135
40,0,1,36183.0,292
20,1,0,23135.0,77
25,1,1,51690.0,116
61,0,0,2630.0,288
37,0,1,42748.0,52
62,0,1,26592.0,190
23,0,0,57977.0,273
76,1,0,45581.0,108
24,1,0,31079.0,199
25,1,0,46869.0,101
24,1,0,63818.0,98
54,1,0,52055.0,17
22,1,0,22550.0,254
46,0,1,55929.0,214
21,1,0,29038.0,233
26,1,0,47703.0,252
23,1,0,30996.0,140
52,0,1,25414.0,273
28,0,1,25496.0,288
43,0,1,41426.0,14
71,1,1,2630.0,152
48,0,1,30787.0,53
61,0,1,28858.0,160
69,1,0,2630.0,124
23,0,1,37340.0,123
25,1,0,37511.0,98
60,1,0,35050.0,182
40,0,1,32147.0,217
25,0,1,30842.0,234
31,1,0,42441.0,68
28,1,0,27335.0,15
27,0,1,23759.0,278
47,0,1,30331.0,21
25,1,0,31689.0,124
67,0,1,2630.0,123
34,0,1,50077.0,12
27,0,1,27509.0,40
27,1,0,26196.0,90
79,0,1,42970.0,256
23,1,0,43570.0,249
73,0,1,36998.0,92
45,0,1,23276.0,110
45,0,1,2630.0,248
54,1,0,26797.0,149
42,0,1,39422.0,267
37,0,1,41080.0,142
50,0,1,46675.0,197
24,0,0,31292.0,39
22,1,0,38987.0,105
35,0,1,2630.0,150
33,0,0,2630.0,142
35,0,1,42896.0,108
28,1,0,33664.0,161
43,0,1,22127.0,224
23,1,0,20163.0,205
43,0,1,2630.0,277
24,1,0,31612.0,55
44,0,1,30423.0,116
23,0,1,33124.0,117
50,1,0,40185.0,62
25,1,0,23090.0,36
28,1,0,29112.0,68
46,0,1,2630.0,219
23,1,0,32105.0,296
26,1,0,32137.0,37
24,0,0,33167.0,256
26,1,0,31068.0,106
57,0,1,38279.0,48
42,0,1,33819.0,96
50,1,0,29746.0,255
33,0,1,56664.0,52
26,0,0,25660.0,37
59,0,1,2630.0,62
58,0,1,44987.0,27
23,1,0,66408.0,113
24,1,0,29653.0,163
64,0,1,36607.0,164
45,0,1,43168.0,187
21,1,0,23781.0,281
38,1,0,48288.0,250
24,1,0,34401.0,242
50,0,1,2630.0,248
31,1,0,41651.0,263
61,0,1,45297.0,41
24,1,0,32053.0,23
61,0,1,39097.0,100
35,0,1,50658.0,274
28,1,0,32581.0,239
51,1,0,20834.0,204
22,1,0,35264.0,117
61,0,1,41117.0,211
42,0,1,23250.0,53
24,1,0,42116.0,142
31,1,0,40340.0,29
64,0,1,25791.0,225
24,0,1,27891.0,44
44,1,0,33045.0,230
42,0,1,26250.0,97
43,0,1,56551.0,181
22,1,0,20391.0,246
49,0,1,23547.0,182
21,0,1,47164.0,11
44,0,1,32081.0,86
38,0,1,22439.0,38
37,0,1,34741.0,268
50,0,1,2630.0,55
21,0,1,36377.0,140
32,1,0,35286.0,285
30,1,0,42296.0,186
23,0,1,27577.0,73
25,1,0,49713.0,87
48,0,1,2630.0,40
65,0,1,50038.0,210
68,0,1,44589.0,232
60,0,1,40102.0,65
24,1,0,29068.0,143
21,1,0,47300.0,223
24,1,0,31364.0,275
23,1,0,26204.0,108
23,1,0,29944.0,210
46,0,0,35081.0,226
21,0,1,16415.0,135
60,0,1,25864.0,158
25,1,0,34838.0,293
76,0,1,28742.0,138
66,0,1,2630.0,281
22,0,1,24089.0,140
23,1,0,28281.0,161
47,0,1,2630.0,186
55,0,1,34363.0,94
22,1,0,32789.0,218
46,1,0,2630.0,288
69,1,0,2630.0,120
23,1,0,27697.0,275
49,0,1,2630.0,205
29,1,0,19475.0,27
21,1,0,31248.0,32
22,0,1,40161.0,272
66,0,1,23719.0,111
59,1,0,24920.0,272
23,0,1,29165.0,29
40,0,1,38321.0,15
28,0,1,2630.0,10
20,0,1,23147.0,111
37,0,1,23847.0,267
24,1,0,69285.0,38
40,1,0,19786.0,254
52,0,1,29357.0,146
25,0,1,93950.0,10
34,0,0,2630.0,14
43,0,0,35940.0,299
31,0,1,54218.0,201
23,1,0,44998.0,249
29,1,0,31861.0,241
45,1,0,26185.0,101
33,0,1,28292.0,17
61,0,1,40025.0,271
23,1,0,40783.0,167
27,0,0,29509.0,128
23,1,0,47937.0,142
39,1,0,25454.0,162
39,0,1,45010.0,256
45,0,1,30786.0,82
22,0,1,37862.0,49
22,1,0,25328.0,140
64,1,0,2630.0,44
49,0,1,36765.0,20
21,1,0,2630.0,268
26,0,1,65936.0,76
22,1,0,61429.0,197
63,0,1,2630.0,297
26,1,0,36031.0,217
22,0,1,30510.0,187
67,1,0,19409.0,292
45,1,0,29365.0,67
22,1,0,25421.0,134
30,0,1,30721.0,163
23,0,1,33701.0,149
28,0,1,27503.0,186
68,1,0,2630.0,163
66,0,1,44494.0,137
24,1,0,26618.0,90
71,1,0,27111.0,180
25,1,0,56327.0,285
24,1,0,12239.0,93
22,0,1,2630.0,239
23,1,0,16186.0,189
44,1,0,28523.0,291
48,0,1,50659.0,32
38,0,1,30574.0,295
23,0,1,26301.0,216
23,1,0,33591.0,99
28,1,0,23873.0,191
24,1,0,26131.0,58
20,0,1,31224.0,226
33,1,1,2630.0,166
24,1,1,33433.0,208
24,1,0,24057.0,258
40,0,1,28853.0,267
43,1,1,49515.0,268
34,1,0,52833.0,244
45,0,1,32358.0,158
33,1,0,33143.0,102
34,0,1,29739.0,68
21,0,1,27604.0,214
39,0,0,23446.0,194
43,0,1,2630.0,125
42,0,1,36562.0,183
27,1,0,30302.0,242
75,0,1,2630.0,294
38,0,1,2630.0,269
54,0,1,63306.0,139
52,0,1,39656.0,16
73,0,1,66744.0,22
21,1,1,2630.0,200
30,1,0,2630.0,180
21,0,1,33768.0,20
47,0,1,48493.0,106
61,1,0,40456.0,25
24,0,1,2630.0,268
33,0,1,38484.0,233
45,0,1,49394.0,166
22,1,1,32785.0,115
52,0,1,35098.0,135
24,1,0,34987.0,173
67,1,0,2630.0,216
28,1,0,35491.0,148
40,1,0,26414.0,37
20,0,1,36023.0,14
30,0,0,31591.0,275
25,1,0,36809.0,67
22,0,1,35784.0,255
61,0,1,2630.0,192
41,0,1,35407.0,102
34,0,1,46836.0,64
25,1,0,30220.0,25
55,0,1,2630.0,152
40,0,0,33481.0,283
35,1,0,40522.0,221
44,0,1,30140.0,119
24,1,0,25858.0,260
29,1,0,33033.0,105
21,0,1,34444.0,250
49,0,1,26467.0,94
23,1,0,37049.0,245
72,1,0,30615.0,270
22,1,0,32796.0,15
49,1,0,50208.0,234
40,0,1,31460.0,95
39,0,1,40329.0,280
49,0,1,44569.0,230
25,1,0,24194.0,205
25,1,0,23651.0,283
32,1,0,41996.0,35
27,1,0,39150.0,83
48,0,1,39929.0,202
41,0,1,35603.0,299
35,0,1,2630.0,126
26,1,0,29884.0,237
21,0,1,24460.0,20
45,0,1,43204.0,249
53,0,1,29959.0,31
26,0,0,24863.0,247
23,1,0,32620.0,37
46,0,1,39986.0,62
27,1,0,28167.0,138
36,0,1,2630.0,137
42,1,0,2630.0,151
23,1,0,26774.0,148
23,0,1,24541.0,87
54,1,0,49284.0,197
64,1,0,40574.0,145
25,1,0,22891.0,78
70,0,1,56112.0,298
35,1,0,35426.0,119
63,1,0,34387.0,204
59,0,1,27415.0,156
22,1,0,39233.0,34
41,0,1,2630.0,150
21,1,0,43340.0,222
53,0,1,51173.0,124
40,0,1,51178.0,226
36,1,0,28027.0,179
25,1,0,27045.0,10
52,1,0,24884.0,235
38,1,0,2630.0,146
38,1,0,40020.0,121
23,1,0,35576.0,183
70,0,1,22399.0,40
28,1,0,31042.0,225
20,0,1,38089.0,278
41,0,1,2630.0,191
30,0,1,33387.0,257
30,0,1,24599.0,233
30,0,1,26049.0,174
24,1,0,40799.0,31
52,0,1,40945.0,127
26,1,0,44220.0,263
36,1,0,33835.0,207
42,0,1,50209.0,291
59,0,1,41569.0,281
